,date,song,artist
96287,1977-01-22,I Wish,Stevie Wonder
96387,1977-01-29,Car Wash,Rose Royce
96487,1977-02-05,Torn Between Two Lovers,Mary Macgregor
96587,1977-02-12,Torn Between Two Lovers,Mary Macgregor
96687,1977-02-19,Blinded By The Light,Manfred Mann's Earth Band
96787,1977-02-26,New Kid In Town,Eagles
96887,1977-03-05,Evergreen (Love Theme From A Star Is Born),Barbra Streisand
96987,1977-03-12,Evergreen (Love Theme From A Star Is Born),Barbra Streisand
97087,1977-03-19,Evergreen (Love Theme From A Star Is Born),Barbra Streisand
97187,1977-03-26,Rich Girl,Daryl Hall  John Oates
97287,1977-04-02,Rich Girl,Daryl Hall  John Oates
97387,1977-04-09,Dancing Queen,ABBA
97487,1977-04-16,Don't Give Up On Us,David Soul
97587,1977-04-23,Don't Leave Me This Way,Thelma Houston
97687,1977-04-30,Southern Nights,Glen Campbell
97787,1977-05-07,Hotel California,Eagles
97887,1977-05-14,When I Need You,Leo Sayer
97987,1977-05-21,Sir Duke,Stevie Wonder
98087,1977-05-28,Sir Duke,Stevie Wonder
98187,1977-06-04,Sir Duke,Stevie Wonder
98287,1977-06-11,I'm Your Boogie Man,KC And The Sunshine Band
98387,1977-06-18,Dreams,Fleetwood Mac
98487,1977-06-25,Got To Give It Up (Pt. I),Marvin Gaye
98587,1977-07-02,Gonna Fly Now,Bill Conti
98687,1977-07-09,Undercover Angel,Alan O'Day
98787,1977-07-16,Da Doo Ron Ron,Shaun Cassidy
98887,1977-07-23,Looks Like We Made It,Barry Manilow
98987,1977-07-30,I Just Want To Be Your Everything,Andy Gibb
99087,1977-08-06,I Just Want To Be Your Everything,Andy Gibb
99187,1977-08-13,I Just Want To Be Your Everything,Andy Gibb
99287,1977-08-20,Best Of My Love,The Emotions
99387,1977-08-27,Best Of My Love,The Emotions
99487,1977-09-03,Best Of My Love,The Emotions
99587,1977-09-10,Best Of My Love,The Emotions
99687,1977-09-17,I Just Want To Be Your Everything,Andy Gibb
99787,1977-09-24,Best Of My Love,The Emotions
99887,1977-10-01,Star Wars Theme/Cantina Band,Meco
99987,1977-10-08,Star Wars Theme/Cantina Band,Meco
100087,1977-10-15,You Light Up My Life,Debby Boone
100187,1977-10-22,You Light Up My Life,Debby Boone
100287,1977-10-29,You Light Up My Life,Debby Boone
100387,1977-11-05,You Light Up My Life,Debby Boone
100487,1977-11-12,You Light Up My Life,Debby Boone
100587,1977-11-19,You Light Up My Life,Debby Boone
100687,1977-11-26,You Light Up My Life,Debby Boone
100787,1977-12-03,You Light Up My Life,Debby Boone
100887,1977-12-10,You Light Up My Life,Debby Boone
100987,1977-12-17,You Light Up My Life,Debby Boone
101087,1977-12-24,How Deep Is Your Love,Bee Gees
101187,1977-12-31,How Deep Is Your Love,Bee Gees
101287,1978-01-07,How Deep Is Your Love,Bee Gees
101387,1978-01-14,Baby Come Back,Player
101487,1978-01-21,Baby Come Back,Player
101587,1978-01-28,Baby Come Back,Player
101687,1978-02-04,Stayin' Alive,Bee Gees
101787,1978-02-11,Stayin' Alive,Bee Gees
101887,1978-02-18,Stayin' Alive,Bee Gees
101987,1978-02-25,Stayin' Alive,Bee Gees
102087,1978-03-04,(Love Is) Thicker Than Water,Andy Gibb
102187,1978-03-11,(Love Is) Thicker Than Water,Andy Gibb
102287,1978-03-18,Night Fever,Bee Gees
102387,1978-03-25,Night Fever,Bee Gees
102487,1978-04-01,Night Fever,Bee Gees
102587,1978-04-08,Night Fever,Bee Gees
102687,1978-04-15,Night Fever,Bee Gees
102787,1978-04-22,Night Fever,Bee Gees
102887,1978-04-29,Night Fever,Bee Gees
102987,1978-05-06,Night Fever,Bee Gees
103087,1978-05-13,If I Can't Have You,Yvonne Elliman
103187,1978-05-20,With A Little Luck,Wings
103287,1978-05-27,With A Little Luck,Wings
103387,1978-06-03,"Too Much, Too Little, Too Late",Johnny Mathis/Deniece Williams
103487,1978-06-10,You're The One That I Want,John Travolta & Olivia Newton-John
103587,1978-06-17,Shadow Dancing,Andy Gibb
103687,1978-06-24,Shadow Dancing,Andy Gibb
103787,1978-07-01,Shadow Dancing,Andy Gibb
103887,1978-07-08,Shadow Dancing,Andy Gibb
103987,1978-07-15,Shadow Dancing,Andy Gibb
104087,1978-07-22,Shadow Dancing,Andy Gibb
104187,1978-07-29,Shadow Dancing,Andy Gibb
104287,1978-08-05,Miss You,The Rolling Stones
104387,1978-08-12,Three Times A Lady,Commodores
104487,1978-08-19,Three Times A Lady,Commodores
104587,1978-08-26,Grease,Frankie Valli
104687,1978-09-02,Grease,Frankie Valli
104787,1978-09-09,Boogie Oogie Oogie,A Taste Of Honey
104887,1978-09-16,Boogie Oogie Oogie,A Taste Of Honey
104987,1978-09-23,Boogie Oogie Oogie,A Taste Of Honey
105087,1978-09-30,Kiss You All Over,Exile
105187,1978-10-07,Kiss You All Over,Exile
105287,1978-10-14,Kiss You All Over,Exile
105387,1978-10-21,Kiss You All Over,Exile
105487,1978-10-28,Hot Child In The City,Nick Gilder
105587,1978-11-04,You Needed Me,Anne Murray
105687,1978-11-11,MacArthur Park,Donna Summer
105787,1978-11-18,MacArthur Park,Donna Summer
105887,1978-11-25,MacArthur Park,Donna Summer
105987,1978-12-02,You Don't Bring Me Flowers,Barbra Streisand & Neil Diamond
106087,1978-12-09,Le Freak,Chic
106187,1978-12-16,You Don't Bring Me Flowers,Barbra Streisand & Neil Diamond
106287,1978-12-23,Le Freak,Chic
106387,1978-12-30,Le Freak,Chic
106487,1979-01-06,Too Much Heaven,Bee Gees
106587,1979-01-13,Too Much Heaven,Bee Gees
106687,1979-01-20,Le Freak,Chic
106787,1979-01-27,Le Freak,Chic
106887,1979-02-03,Le Freak,Chic
106987,1979-02-10,Da Ya Think I'm Sexy?,Rod Stewart
107087,1979-02-17,Da Ya Think I'm Sexy?,Rod Stewart
107187,1979-02-24,Da Ya Think I'm Sexy?,Rod Stewart
107287,1979-03-03,Da Ya Think I'm Sexy?,Rod Stewart
107387,1979-03-10,I Will Survive,Gloria Gaynor
107487,1979-03-17,I Will Survive,Gloria Gaynor
107587,1979-03-24,Tragedy,Bee Gees
107687,1979-03-31,Tragedy,Bee Gees
107787,1979-04-07,I Will Survive,Gloria Gaynor
107887,1979-04-14,What A Fool Believes,The Doobie Brothers
107987,1979-04-21,Knock On Wood,Amii Stewart
108087,1979-04-28,Heart Of Glass,Blondie
108187,1979-05-05,Reunited,Peaches & Herb
108287,1979-05-12,Reunited,Peaches & Herb
108387,1979-05-19,Reunited,Peaches & Herb
108487,1979-05-26,Reunited,Peaches & Herb
108587,1979-06-02,Hot Stuff,Donna Summer
108687,1979-06-09,Love You Inside Out,Bee Gees
108787,1979-06-16,Hot Stuff,Donna Summer
108887,1979-06-23,Hot Stuff,Donna Summer
108987,1979-06-30,Ring My Bell,Anita Ward
109087,1979-07-07,Ring My Bell,Anita Ward
109187,1979-07-14,Bad Girls,Donna Summer
109287,1979-07-21,Bad Girls,Donna Summer
109387,1979-07-28,Bad Girls,Donna Summer
109487,1979-08-04,Bad Girls,Donna Summer
109587,1979-08-11,Bad Girls,Donna Summer
109687,1979-08-18,Good Times,Chic
109787,1979-08-25,My Sharona,The Knack
109887,1979-09-01,My Sharona,The Knack
109987,1979-09-08,My Sharona,The Knack
110087,1979-09-15,My Sharona,The Knack
110187,1979-09-22,My Sharona,The Knack
110287,1979-09-29,My Sharona,The Knack
110387,1979-10-06,Sad Eyes,Robert John
110487,1979-10-13,Don't Stop 'Til You Get Enough,Michael Jackson
110587,1979-10-20,Rise,Herb Alpert
110687,1979-10-27,Rise,Herb Alpert
110787,1979-11-03,Pop Muzik,M
110887,1979-11-10,Heartache Tonight,Eagles
110987,1979-11-17,Still,Commodores
111087,1979-11-24,No More Tears (Enough Is Enough),Barbra Streisand/Donna Summer
111187,1979-12-01,No More Tears (Enough Is Enough),Barbra Streisand/Donna Summer
111287,1979-12-08,Babe,Styx
111387,1979-12-15,Babe,Styx
111487,1979-12-22,Escape (The Pina Colada Song),Rupert Holmes
111587,1979-12-29,Escape (The Pina Colada Song),Rupert Holmes
111687,1980-01-05,Please Don't Go,KC And The Sunshine Band
111787,1980-01-12,Escape (The Pina Colada Song),Rupert Holmes
111887,1980-01-19,Rock With You,Michael Jackson
111987,1980-01-26,Rock With You,Michael Jackson
112087,1980-02-02,Rock With You,Michael Jackson
112187,1980-02-09,Rock With You,Michael Jackson
112287,1980-02-16,Do That To Me One More Time,Captain & Tennille
112387,1980-02-23,Crazy Little Thing Called Love,Queen
112487,1980-03-01,Crazy Little Thing Called Love,Queen
112587,1980-03-08,Crazy Little Thing Called Love,Queen
112687,1980-03-15,Crazy Little Thing Called Love,Queen
112787,1980-03-22,Another Brick In The Wall (Part II),Pink Floyd
112887,1980-03-29,Another Brick In The Wall (Part II),Pink Floyd
112987,1980-04-05,Another Brick In The Wall (Part II),Pink Floyd
113087,1980-04-12,Another Brick In The Wall (Part II),Pink Floyd
113187,1980-04-19,Call Me,Blondie
113287,1980-04-26,Call Me,Blondie
113387,1980-05-03,Call Me,Blondie
113487,1980-05-10,Call Me,Blondie
113587,1980-05-17,Call Me,Blondie
113687,1980-05-24,Call Me,Blondie
113787,1980-05-31,Funkytown,"Lipps, Inc."
113887,1980-06-07,Funkytown,"Lipps, Inc."
113987,1980-06-14,Funkytown,"Lipps, Inc."
114087,1980-06-21,Funkytown,"Lipps, Inc."
114187,1980-06-28,Coming Up (Live At Glasgow),Paul McCartney & Wings
114287,1980-07-05,Coming Up (Live At Glasgow),Paul McCartney & Wings
114387,1980-07-12,Coming Up (Live At Glasgow),Paul McCartney & Wings
114487,1980-07-19,It's Still Rock And Roll To Me,Billy Joel
114587,1980-07-26,It's Still Rock And Roll To Me,Billy Joel
114687,1980-08-02,Magic,Olivia Newton-John
114787,1980-08-09,Magic,Olivia Newton-John
114887,1980-08-16,Magic,Olivia Newton-John
114987,1980-08-23,Magic,Olivia Newton-John
115087,1980-08-30,Sailing,Christopher Cross
115187,1980-09-06,Upside Down,Diana Ross
115287,1980-09-13,Upside Down,Diana Ross
115387,1980-09-20,Upside Down,Diana Ross
115487,1980-09-27,Upside Down,Diana Ross
115587,1980-10-04,Another One Bites The Dust,Queen
115687,1980-10-11,Another One Bites The Dust,Queen
115787,1980-10-18,Another One Bites The Dust,Queen
115887,1980-10-25,Woman In Love,Barbra Streisand
115987,1980-11-01,Woman In Love,Barbra Streisand
116087,1980-11-08,Woman In Love,Barbra Streisand
116187,1980-11-15,Lady,Kenny Rogers
116287,1980-11-22,Lady,Kenny Rogers
116387,1980-11-29,Lady,Kenny Rogers
116487,1980-12-06,Lady,Kenny Rogers
116587,1980-12-13,Lady,Kenny Rogers
116687,1980-12-20,Lady,Kenny Rogers
116787,1980-12-27,(Just Like) Starting Over,John Lennon
116887,1981-01-03,(Just Like) Starting Over,John Lennon
116987,1981-01-10,(Just Like) Starting Over,John Lennon
117087,1981-01-17,(Just Like) Starting Over,John Lennon
117187,1981-01-24,(Just Like) Starting Over,John Lennon
117287,1981-01-31,The Tide Is High,Blondie
117387,1981-02-07,Celebration,Kool & The Gang
117487,1981-02-14,Celebration,Kool & The Gang
117587,1981-02-21,9 To 5,Dolly Parton
117687,1981-02-28,I Love A Rainy Night,Eddie Rabbitt
117787,1981-03-07,I Love A Rainy Night,Eddie Rabbitt
117887,1981-03-14,9 To 5,Dolly Parton
117987,1981-03-21,Keep On Loving You,REO Speedwagon
118087,1981-03-28,Rapture,Blondie
118187,1981-04-04,Rapture,Blondie
118287,1981-04-11,Kiss On My List,Daryl Hall  John Oates
118387,1981-04-18,Kiss On My List,Daryl Hall  John Oates
118487,1981-04-25,Kiss On My List,Daryl Hall  John Oates
118587,1981-05-02,Morning Train (Nine To Five),Sheena Easton
118687,1981-05-09,Morning Train (Nine To Five),Sheena Easton
118787,1981-05-16,Bette Davis Eyes,Kim Carnes
118887,1981-05-23,Bette Davis Eyes,Kim Carnes
118987,1981-05-30,Bette Davis Eyes,Kim Carnes
119087,1981-06-06,Bette Davis Eyes,Kim Carnes
119187,1981-06-13,Bette Davis Eyes,Kim Carnes
119287,1981-06-20,Medley,Stars On 45
119387,1981-06-27,Bette Davis Eyes,Kim Carnes
119487,1981-07-04,Bette Davis Eyes,Kim Carnes
119587,1981-07-11,Bette Davis Eyes,Kim Carnes
119687,1981-07-18,Bette Davis Eyes,Kim Carnes
119787,1981-07-25,The One That You Love,Air Supply
119887,1981-08-01,Jessie's Girl,Rick Springfield
119987,1981-08-08,Jessie's Girl,Rick Springfield
120087,1981-08-15,Endless Love,Diana Ross & Lionel Richie
120187,1981-08-22,Endless Love,Diana Ross & Lionel Richie
120287,1981-08-29,Endless Love,Diana Ross & Lionel Richie
120387,1981-09-05,Endless Love,Diana Ross & Lionel Richie
120487,1981-09-12,Endless Love,Diana Ross & Lionel Richie
120587,1981-09-19,Endless Love,Diana Ross & Lionel Richie
120687,1981-09-26,Endless Love,Diana Ross & Lionel Richie
120787,1981-10-03,Endless Love,Diana Ross & Lionel Richie
120887,1981-10-10,Endless Love,Diana Ross & Lionel Richie
120987,1981-10-17,Arthur's Theme (Best That You Can Do),Christopher Cross
121087,1981-10-24,Arthur's Theme (Best That You Can Do),Christopher Cross
121187,1981-10-31,Arthur's Theme (Best That You Can Do),Christopher Cross
121287,1981-11-07,Private Eyes,Daryl Hall  John Oates
121387,1981-11-14,Private Eyes,Daryl Hall  John Oates
121487,1981-11-21,Physical,Olivia Newton-John
121587,1981-11-28,Physical,Olivia Newton-John
121687,1981-12-05,Physical,Olivia Newton-John
121787,1981-12-12,Physical,Olivia Newton-John
121887,1981-12-19,Physical,Olivia Newton-John
121987,1981-12-26,Physical,Olivia Newton-John
122087,1982-01-02,Physical,Olivia Newton-John
122187,1982-01-09,Physical,Olivia Newton-John
122287,1982-01-16,Physical,Olivia Newton-John
122387,1982-01-23,Physical,Olivia Newton-John
122487,1982-01-30,I Can't Go For That (No Can Do),Daryl Hall  John Oates
122587,1982-02-06,Centerfold,The J. Geils Band
122687,1982-02-13,Centerfold,The J. Geils Band
122787,1982-02-20,Centerfold,The J. Geils Band
122887,1982-02-27,Centerfold,The J. Geils Band
122987,1982-03-06,Centerfold,The J. Geils Band
123087,1982-03-13,Centerfold,The J. Geils Band
123187,1982-03-20,I Love Rock 'N Roll,Joan Jett And The Blackhearts
123287,1982-03-27,I Love Rock 'N Roll,Joan Jett And The Blackhearts
123387,1982-04-03,I Love Rock 'N Roll,Joan Jett And The Blackhearts
123487,1982-04-10,I Love Rock 'N Roll,Joan Jett And The Blackhearts
123587,1982-04-17,I Love Rock 'N Roll,Joan Jett And The Blackhearts
123687,1982-04-24,I Love Rock 'N Roll,Joan Jett And The Blackhearts
123787,1982-05-01,I Love Rock 'N Roll,Joan Jett And The Blackhearts
123887,1982-05-08,Chariots Of Fire - Titles,Vangelis
123987,1982-05-15,Ebony And Ivory,Paul McCartney And Stevie Wonder
124087,1982-05-22,Ebony And Ivory,Paul McCartney And Stevie Wonder
124187,1982-05-29,Ebony And Ivory,Paul McCartney And Stevie Wonder
124287,1982-06-05,Ebony And Ivory,Paul McCartney And Stevie Wonder
124387,1982-06-12,Ebony And Ivory,Paul McCartney And Stevie Wonder
